Area,Year,Quarter,Overall_hpi,Overall_YoY,Low_hpi,Low_YoY,Mid_hpi,Mid_YoY,High_hpi,High_YoY
"Houston-The Woodlands-Sugar Land",2009,1,122.101633818,-0.021353460,125.434489640,-0.018655149,121.660509584,-0.011946494,120.598018476,-0.028046076
"Houston-The Woodlands-Sugar Land",2009,2,125.051904547,-0.004768502,128.566049118,-0.001689682,123.734917549,-0.002650106,123.525013067,-0.010398281
"Houston-The Woodlands-Sugar Land",2009,3,125.016069169,-0.005734213,129.553697125,0.003933761,122.775843033,-0.002156454,123.645316502,-0.018638828
"Houston-The Woodlands-Sugar Land",2009,4,124.542971149,0.009086197,128.933801733,0.028648130,123.551486700,0.018755756,122.532423283,-0.010498952
"Houston-The Woodlands-Sugar Land",2010,1,124.449201582,0.019226341,129.335812557,0.031102473,122.714408627,0.008662622,122.323353524,0.014306495
"Houston-The Woodlands-Sugar Land",2010,2,125.150805256,0.000790877,129.634172895,0.008307976,123.759692128,0.000200223,123.415274596,-0.000888390
"Houston-The Woodlands-Sugar Land",2010,3,122.791026982,-0.017798049,125.177860245,-0.033776240,122.445708743,-0.002688918,122.224829245,-0.011488403
"Houston-The Woodlands-Sugar Land",2010,4,120.677221741,-0.031039482,121.756886605,-0.055663565,119.782212251,-0.030507722,121.288168377,-0.010154495
"Houston-The Woodlands-Sugar Land",2011,1,121.741434163,-0.021758013,123.143150713,-0.047880488,119.775305469,-0.023950758,122.027965374,-0.002414814
"Houston-The Woodlands-Sugar Land",2011,2,123.346797851,-0.014414668,125.475606508,-0.032079244,120.942559457,-0.022762925,123.580001624,0.001334737
"Houston-The Woodlands-Sugar Land",2011,3,123.722430301,0.007585271,126.783322947,0.012825452,120.404125358,-0.016673376,124.048361494,0.014919491
"Houston-The Woodlands-Sugar Land",2011,4,123.018944030,0.019404840,125.344243758,0.029463279,120.466218294,0.005710414,123.020244690,0.014280670
"Houston-The Woodlands-Sugar Land",2012,1,123.957383982,0.018202100,126.748476594,0.029277518,121.341010579,0.013072019,123.725494566,0.013910984
"Houston-The Woodlands-Sugar Land",2012,2,126.306525503,0.023995172,128.148420443,0.021301462,123.358462128,0.019975620,126.873435119,0.026650214
"Houston-The Woodlands-Sugar Land",2012,3,127.297305847,0.028894320,129.589295684,0.022132033,124.649941049,0.035263041,127.808037472,0.030308147
"Houston-The Woodlands-Sugar Land",2012,4,128.666966382,0.045911809,131.037360426,0.045419849,125.330144351,0.040375850,128.783875647,0.046851076
"Houston-The Woodlands-Sugar Land",2013,1,131.349525351,0.059634538,133.272968281,0.051475898,127.978131595,0.054698085,131.989939959,0.066796624
"Houston-The Woodlands-Sugar Land",2013,2,136.259538232,0.078800463,137.932398533,0.076348799,133.432397864,0.081663921,137.333580587,0.082445513
"Houston-The Woodlands-Sugar Land",2013,3,139.157749453,0.093171206,140.856698042,0.086947014,135.879445776,0.090088327,140.541714327,0.099631268
"Houston-The Woodlands-Sugar Land",2013,4,140.576373860,0.092559946,142.791313444,0.089699250,137.220093205,0.094869027,141.269494589,0.096950172
"Houston-The Woodlands-Sugar Land",2014,1,144.251591194,0.098226969,146.473333794,0.099047583,140.971271179,0.101526248,144.697784603,0.096278887
"Houston-The Woodlands-Sugar Land",2014,2,148.345266885,0.088696386,149.713387814,0.085411327,146.064307341,0.094668983,149.238347829,0.086685042
"Houston-The Woodlands-Sugar Land",2014,3,150.798473163,0.083651278,153.623942152,0.090639950,147.990472438,0.089130674,151.106321460,0.075170615
"Houston-The Woodlands-Sugar Land",2014,4,152.397059836,0.084087287,156.114062792,0.093302239,148.968618562,0.085618112,152.026275318,0.076143690
"Houston-The Woodlands-Sugar Land",2015,1,153.421995107,0.063572289,158.424491619,0.081592720,149.984606973,0.063937394,152.305166622,0.052574281
"Houston-The Woodlands-Sugar Land",2015,2,157.378418837,0.060892754,163.648633895,0.093079491,154.791877602,0.059751560,154.776003005,0.037106114
"Houston-The Woodlands-Sugar Land",2015,3,158.229656882,0.049278905,166.043506987,0.080843940,155.816106820,0.052879312,154.387246002,0.021712688
"Houston-The Woodlands-Sugar Land",2015,4,157.156829880,0.031232689,165.415290797,0.059579693,154.177792191,0.034968261,152.392709383,0.002410333
"Houston-The Woodlands-Sugar Land",2016,1,158.572009492,0.033567640,169.201099860,0.068023625,154.941259955,0.033047744,151.524479156,-0.005125810
"Houston-The Woodlands-Sugar Land",2016,2,160.347352795,0.018864937,172.348840951,0.053163945,157.964852981,0.020498332,152.469028807,-0.014905244
"Houston-The Woodlands-Sugar Land",2016,3,160.929650462,0.017063764,173.903962000,0.047339731,157.960274169,0.013760883,153.096330284,-0.008361543
"Houston-The Woodlands-Sugar Land",2016,4,160.755157977,0.022896415,174.454924809,0.054648116,157.882927676,0.024031576,150.910238664,-0.009727963
"Houston-The Woodlands-Sugar Land",2017,1,161.601068943,0.019102106,175.937073577,0.039810460,158.438197117,0.022569438,151.417091221,-0.000708716
"Houston-The Woodlands-Sugar Land",2017,2,164.219434546,0.024148086,179.560020464,0.041840603,160.947134144,0.018879396,154.484073727,0.013216093
"Houston-The Woodlands-Sugar Land",2017,3,164.039957740,0.019327123,180.313722172,0.036858045,161.099812686,0.019875494,153.736841457,0.004183713
"Houston-The Woodlands-Sugar Land",2017,4,163.858718611,0.019306134,180.825087013,0.036514659,159.898654609,0.012767225,152.272978865,0.009030137
"Houston-The Woodlands-Sugar Land",2018,1,165.111359548,0.021721951,183.178361725,0.041158398,161.944728183,0.022131854,151.419635600,0.000016803
"Houston-The Woodlands-Sugar Land",2018,2,168.771965020,0.027722239,188.958758588,0.052343155,165.981944409,0.031282385,155.186087201,0.004544244
"Houston-The Woodlands-Sugar Land",2018,3,169.420335468,0.032799189,189.966329153,0.053532292,166.197246517,0.031641463,155.519068872,0.011592715
"Houston-The Woodlands-Sugar Land",2018,4,168.035723423,0.025491501,189.756779904,0.049394102,164.066566503,0.026065959,153.117515355,0.005546200
"Houston-The Woodlands-Sugar Land",2019,1,169.363504923,0.025753197,192.710910395,0.052039709,165.546531004,0.022240939,153.858590384,0.016107255
"Houston-The Woodlands-Sugar Land",2019,2,172.442281279,0.021747191,196.868569759,0.041859986,168.456593814,0.014909148,157.114865611,0.012428810
"Houston-The Woodlands-Sugar Land",2019,3,173.013610678,0.021209232,198.164046643,0.043153528,169.541975683,0.020125057,156.615015288,0.007047022
"Houston-The Woodlands-Sugar Land",2019,4,172.533376447,0.026766052,197.944968530,0.043150967,168.485536215,0.026934004,155.523332652,0.015712227
"Houston-The Woodlands-Sugar Land",2020,1,174.593472315,0.030880132,201.129954107,0.043687426,170.049858774,0.027202791,156.640568217,0.018081394
"Houston-The Woodlands-Sugar Land",2020,2,177.328424895,0.028334951,205.819921381,0.045468667,173.285497037,0.028665563,157.730884168,0.003920816
"Houston-The Woodlands-Sugar Land",2020,3,179.827900989,0.039385862,208.786937024,0.053606547,176.338683493,0.040088643,161.806180033,0.033146022
"Houston-The Woodlands-Sugar Land",2020,4,183.490621865,0.063507975,213.405878618,0.078107113,180.709354938,0.072551145,164.074024090,0.054980119
"Houston-The Woodlands-Sugar Land",2021,1,188.987417822,0.082442632,220.896926705,0.098279605,186.126229089,0.094539157,168.937720060,0.078505536
"Houston-The Woodlands-Sugar Land",2021,2,198.612125791,0.120024191,233.782609787,0.135859970,197.394832449,0.139130716,178.373042425,0.130869476
"Houston-The Woodlands-Sugar Land",2021,3,207.745937301,0.155248635,243.386517803,0.165717172,206.992301198,0.173833767,184.700929964,0.141494904
"Houston-The Woodlands-Sugar Land",2021,4,212.272521499,0.156857605,252.228389760,0.181918658,212.031439644,0.173328518,186.501461045,0.136690966
"Houston-The Woodlands-Sugar Land",2022,1,221.577046285,0.172443376,262.034521126,0.186229817,222.289372208,0.194293643,194.201978331,0.149547763
"Houston-The Woodlands-Sugar Land",2022,2,232.193379143,0.169079572,274.283549460,0.173241883,235.028215764,0.190650296,205.858855290,0.154091742
"Houston-The Woodlands-Sugar Land",2022,3,233.052880111,0.121816788,274.954257824,0.129702089,233.437651543,0.127760067,205.374611881,0.111930578
"Houston-The Woodlands-Sugar Land",2022,4,230.539442766,0.086054102,271.508371054,0.076438585,229.295213672,0.081420821,202.794466861,0.087361277
"Killeen-Temple",2005,1,100.000000000,,,,,,,
"Killeen-Temple",2005,2,104.945804316,,,,,,,
"Killeen-Temple",2005,3,105.323483637,,,,,,,
"Killeen-Temple",2005,4,106.621976538,,,,,,,
"Killeen-Temple",2006,1,106.935411560,0.069354115,,,,,,
"Killeen-Temple",2006,2,109.332571863,0.041800313,,,,,,
"Killeen-Temple",2006,3,110.984843399,0.053752112,,,,,,
"Killeen-Temple",2006,4,109.127201227,0.023496325,,,,,,
"Killeen-Temple",2007,1,110.394560773,0.032348023,,,,,,
"Killeen-Temple",2007,2,108.726956956,-0.005539199,,,,,,
"Killeen-Temple",2007,3,110.806693442,-0.001605173,,,,,,
"Killeen-Temple",2007,4,114.168296327,0.046194670,,,,,,
"Killeen-Temple",2008,1,110.304742198,-0.000813614,,,,,,
"Killeen-Temple",2008,2,112.610774192,0.035720830,,,,,,
"Killeen-Temple",2008,3,111.993971493,0.010714858,,,,,,
"Killeen-Temple",2008,4,108.059886390,-0.053503556,,,,,,
"Killeen-Temple",2009,1,108.575137507,-0.015680238,,,,,,
"Killeen-Temple",2009,2,106.901709839,-0.050697319,,,,,,
"Killeen-Temple",2009,3,108.166337174,-0.034177146,,,,,,
"Killeen-Temple",2009,4,108.821237710,0.007045642,,,,,,
"Killeen-Temple",2010,1,110.420725608,0.016998257,,,,,,
"Killeen-Temple",2010,2,111.081491515,0.039099296,,,,,,
"Killeen-Temple",2010,3,105.933234509,-0.020645079,,,,,,
"Killeen-Temple",2010,4,107.098849785,-0.015827681,,,,,,
"Killeen-Temple",2011,1,106.790693934,-0.032874550,,,,,,
"Killeen-Temple",2011,2,107.619451269,-0.031166670,,,,,,
"Killeen-Temple",2011,3,107.566075409,0.015413868,,,,,,
"Killeen-Temple",2011,4,105.861307324,-0.011555142,,,,,,
"Killeen-Temple",2012,1,108.992276286,0.020615863,,,,,,
"Killeen-Temple",2012,2,108.981133968,0.012652756,,,,,,
"Killeen-Temple",2012,3,108.287283109,0.006704787,,,,,,
"Killeen-Temple",2012,4,108.205328985,0.022142383,,,,,,
"Killeen-Temple",2013,1,107.510528743,-0.013594977,,,,,,
"Killeen-Temple",2013,2,108.846329711,-0.001236950,,,,,,
"Killeen-Temple",2013,3,109.133134928,0.007811183,,,,,,
"Killeen-Temple",2013,4,108.204443052,-0.000008187,,,,,,
"Killeen-Temple",2014,1,105.951066372,-0.014505206,,,,,,
"Killeen-Temple",2014,2,109.092224159,0.002259097,,,,,,
"Killeen-Temple",2014,3,110.686409660,0.014232842,,,,,,
"Killeen-Temple",2014,4,111.149083427,0.027213673,,,,,,
"Killeen-Temple",2015,1,110.237413827,0.040455916,,,,,,
"Killeen-Temple",2015,2,112.948977118,0.035353142,,,,,,
"Killeen-Temple",2015,3,113.019511225,0.021078482,,,,,,
"Killeen-Temple",2015,4,113.303767050,0.019385527,,,,,,
"Killeen-Temple",2016,1,113.425390546,0.028919190,,,,,,
"Killeen-Temple",2016,2,115.235328161,0.020242335,,,,,,
"Killeen-Temple",2016,3,116.072470936,0.027012678,,,,,,
"Killeen-Temple",2016,4,116.313588261,0.026564176,,,,,,
"Killeen-Temple",2017,1,117.607725267,0.036873002,,,,,,
"Killeen-Temple",2017,2,119.163727435,0.034090233,,,,,,
"Killeen-Temple",2017,3,120.346066251,0.036818336,,,,,,
"Killeen-Temple",2017,4,120.522931767,0.036189610,,,,,,
"Killeen-Temple",2018,1,123.391467983,0.049178255,,,,,,
"Killeen-Temple",2018,2,123.921565098,0.039926895,,,,,,
"Killeen-Temple",2018,3,125.906276196,0.046201842,,,,,,
"Killeen-Temple",2018,4,125.848240239,0.044185022,,,,,,
"Killeen-Temple",2019,1,126.623911543,0.026196653,,,,,,
"Killeen-Temple",2019,2,129.659247417,0.046300918,,,,,,
"Killeen-Temple",2019,3,131.116680469,0.041383197,,,,,,
"Killeen-Temple",2019,4,132.199646755,0.050468774,,,,,,
"Killeen-Temple",2020,1,134.486889873,0.062097104,,,,,,
"Killeen-Temple",2020,2,137.661730870,0.061719342,,,,,,
"Killeen-Temple",2020,3,140.464987369,0.071297617,,,,,,
"Killeen-Temple",2020,4,145.367047070,0.099602386,,,,,,
"Killeen-Temple",2021,1,151.126527846,0.123726840,,,,,,
"Killeen-Temple",2021,2,162.045319466,0.177126848,,,,,,
"Killeen-Temple",2021,3,172.983427775,0.231505665,,,,,,
"Killeen-Temple",2021,4,178.702300863,0.229317816,,,,,,
"Killeen-Temple",2022,1,186.345917670,0.233045715,,,,,,
"Killeen-Temple",2022,2,197.599553043,0.219409197,,,,,,
"Killeen-Temple",2022,3,197.377158154,0.141017730,,,,,,
"Killeen-Temple",2022,4,195.331998706,0.093058107,,,,,,
"Killeen-Temple",2023,1,192.859972158,0.034956786,,,,,,
"San Antonio-New Braunfels",2005,1,100.000000000,,100.000000000,,100.000000000,,100.000000000,
"San Antonio-New Braunfels",2005,2,101.155917957,,97.215938469,,103.293380180,,102.921797921,
"San Antonio-New Braunfels",2005,3,102.763601882,,99.635806820,,105.235762741,,103.896487360,
"San Antonio-New Braunfels",2005,4,106.043851658,,103.815472189,,106.477332349,,107.505381052,
"San Antonio-New Braunfels",2006,1,107.189067562,0.071890675,104.524077370,0.045240773,107.486179029,0.074861790,108.999391106,0.089993911
"San Antonio-New Braunfels",2006,2,109.928953824,0.086727855,108.117541877,0.112138025,111.123817783,0.075807738,110.790211093,0.076450405
"San Antonio-New Braunfels",2006,3,112.033408864,0.090205158,107.925636113,0.083201306,114.056809368,0.083821757,114.361047364,0.100721018
"San Antonio-New Braunfels",2006,4,112.627570516,0.062084871,108.272727738,0.042934405,116.059416874,0.089991778,113.757397951,0.058155385
"San Antonio-New Braunfels",2007,1,114.513313760,0.068330160,110.890212023,0.060905915,117.126143132,0.089685615,116.447718940,0.068333664
"San Antonio-New Braunfels",2007,2,115.232671918,0.048246780,111.453773997,0.030857454,116.640512755,0.049644577,117.435912574,0.059984554
"San Antonio-New Braunfels",2007,3,115.701347345,0.032739684,112.143472516,0.039080950,117.861164353,0.033354913,117.496155373,0.027414124
"San Antonio-New Braunfels",2007,4,112.280960925,-0.003077484,110.202889374,0.017826849,112.387352330,-0.031639522,114.254686840,0.004371486
"San Antonio-New Braunfels",2008,1,112.131118056,-0.020802783,109.201274734,-0.015230715,113.557222826,-0.030470740,113.868331573,-0.022150604
"San Antonio-New Braunfels",2008,2,113.877603184,-0.011759414,110.851226725,-0.005406252,115.564950502,-0.009221172,115.649747331,-0.015209702
"San Antonio-New Braunfels",2008,3,111.929356595,-0.032601096,107.459983130,-0.041763370,113.763417948,-0.034767571,114.858289091,-0.022450660
"San Antonio-New Braunfels",2008,4,109.873259269,-0.021443543,107.167092083,-0.027547347,109.942013919,-0.021758128,112.033332671,-0.019442127
"San Antonio-New Braunfels",2009,1,107.042973097,-0.045376743,103.578847765,-0.051486825,109.869078905,-0.032478285,108.252586643,-0.049317881
"San Antonio-New Braunfels",2009,2,109.261406389,-0.040536476,106.646520517,-0.037931075,112.541324251,-0.026163869,108.960821009,-0.057837794
"San Antonio-New Braunfels",2009,3,109.389626735,-0.022690471,105.722336392,-0.016170175,111.203267283,-0.022504164,111.480149059,-0.029411373
"San Antonio-New Braunfels",2009,4,109.346663019,-0.004792760,105.918764801,-0.011648419,111.661232823,0.015637506,110.639740841,-0.012439082
"San Antonio-New Braunfels",2010,1,109.027894607,0.018543221,106.215101198,0.025451658,111.711284553,0.016767280,109.623867142,0.012667415
"San Antonio-New Braunfels",2010,2,110.559474691,0.011880391,109.448504432,0.026273561,111.334506688,-0.010723328,111.500444358,0.023307674
"San Antonio-New Braunfels",2010,3,107.184744882,-0.020156224,102.495503608,-0.030521769,108.944083253,-0.020315806,110.496419998,-0.008824253
"San Antonio-New Braunfels",2010,4,108.595342810,-0.006870993,102.364216107,-0.033559196,110.855512778,-0.007215754,112.052310982,0.012767294
"San Antonio-New Braunfels",2011,1,108.004783335,-0.009383940,103.174004397,-0.028631491,110.619832579,-0.009770292,110.348799738,0.006612908
"San Antonio-New Braunfels",2011,2,109.020706759,-0.013918010,103.237817232,-0.056745290,112.083800073,0.006730109,111.692904366,0.001726091
"San Antonio-New Braunfels",2011,3,109.082004932,0.017700840,104.432230459,0.018895725,111.678447408,0.025098785,111.259939914,0.006909906
"San Antonio-New Braunfels",2011,4,109.552395630,0.008813018,105.125217761,0.026972332,112.027355585,0.010570902,111.464162173,-0.005248877
"San Antonio-New Braunfels",2012,1,110.020511596,0.018663323,106.440461591,0.031659691,111.647791872,0.009292721,111.743365777,0.012637799
"San Antonio-New Braunfels",2012,2,111.714405563,0.024708139,107.511097683,0.041392588,113.244870317,0.010358947,114.130229184,0.021821662
"San Antonio-New Braunfels",2012,3,112.117095143,0.027823931,107.148925714,0.026013954,113.810738219,0.019093127,114.965017946,0.033301096
"San Antonio-New Braunfels",2012,4,112.435979205,0.026321501,107.905516697,0.026447497,114.630784805,0.023239227,114.022178328,0.022949225
"San Antonio-New Braunfels",2013,1,113.388891403,0.030615925,109.484130118,0.028595033,114.759585920,0.027871523,115.042707884,0.029526067
"San Antonio-New Braunfels",2013,2,116.542423765,0.043217507,112.943859324,0.050532100,119.022474055,0.051018679,117.733816524,0.031574345
"San Antonio-New Braunfels",2013,3,117.890082884,0.051490700,114.358575606,0.067286254,120.230746736,0.056409514,119.235981686,0.037150115
"San Antonio-New Braunfels",2013,4,118.038732994,0.049830613,115.045268193,0.066166695,120.071466709,0.047462659,118.761187412,0.041562169
"San Antonio-New Braunfels",2014,1,119.458383424,0.053528100,116.281024227,0.062081089,121.141017961,0.055606962,120.416017700,0.046707087
"San Antonio-New Braunfels",2014,2,122.089395097,0.047596155,118.744530275,0.051358887,124.673989131,0.047482755,123.042218149,0.045088163
"San Antonio-New Braunfels",2014,3,123.169149937,0.044779568,120.438046315,0.053161476,125.369721729,0.042742602,123.687021985,0.037329673
"San Antonio-New Braunfels",2014,4,123.795361982,0.048768983,120.835746422,0.050332172,125.575756890,0.045841783,124.563547346,0.048857375
"San Antonio-New Braunfels",2015,1,125.739650459,0.052581215,124.146646351,0.067643213,127.900344605,0.055797175,124.632540864,0.035016298
"San Antonio-New Braunfels",2015,2,128.293023508,0.050812180,126.847616781,0.068239661,131.021058444,0.050909330,127.324102321,0.034800121
"San Antonio-New Braunfels",2015,3,129.736927805,0.053323237,127.829257254,0.061369402,133.076497567,0.061472385,128.585039597,0.039600093
"San Antonio-New Braunfels",2015,4,129.779415827,0.048338271,130.095734135,0.076632850,131.370649992,0.046146591,127.612109994,0.024473954
"San Antonio-New Braunfels",2016,1,130.809220774,0.040317992,130.179396013,0.048593738,133.122507414,0.040829935,129.007988073,0.035106780
"San Antonio-New Braunfels",2016,2,133.742073206,0.042473468,134.370763214,0.059308535,136.324589219,0.040478460,131.023332215,0.029053649
"San Antonio-New Braunfels",2016,3,135.087418493,0.041241077,136.647291210,0.068982908,138.241546243,0.038812628,130.725724063,0.016648005
"San Antonio-New Braunfels",2016,4,135.253813416,0.042182325,137.543631942,0.057249362,137.983785487,0.050339520,130.306789532,0.021116174
"San Antonio-New Braunfels",2017,1,136.486636380,0.043402258,137.545058420,0.056580861,138.619699121,0.041294232,133.066698024,0.031460919
"San Antonio-New Braunfels",2017,2,139.707094341,0.044600932,142.373005945,0.059553451,142.813028355,0.047595515,134.972079807,0.030137743
"San Antonio-New Braunfels",2017,3,140.141156261,0.037410869,143.162067840,0.047675856,143.397158959,0.037294235,135.117319594,0.033593966
"San Antonio-New Braunfels",2017,4,140.202942550,0.036591420,145.103140965,0.054960807,142.002807166,0.029126767,133.838456714,0.027102710
"San Antonio-New Braunfels",2018,1,141.788300400,0.038843832,145.864955242,0.060488518,144.357311221,0.041391029,135.144760242,0.015616696
"San Antonio-New Braunfels",2018,2,145.123655237,0.038770836,150.291092459,0.055615082,148.475249664,0.039647792,137.821047197,0.021107827
"San Antonio-New Braunfels",2018,3,145.756538122,0.040069470,151.279344844,0.056699914,148.591376207,0.036222595,138.563130259,0.025502361
"San Antonio-New Braunfels",2018,4,145.948400392,0.040979581,152.105247997,0.048256067,147.975686412,0.042061698,138.566680151,0.035327838
"San Antonio-New Braunfels",2019,1,147.875805327,0.042933760,154.348271495,0.058158700,149.445398190,0.035246479,139.591615579,0.032904385
"San Antonio-New Braunfels",2019,2,150.151595726,0.034645905,157.821162811,0.050103237,153.052095623,0.030825649,140.685396483,0.020783104
"San Antonio-New Braunfels",2019,3,151.096505036,0.036636208,159.097254781,0.051678634,153.874212773,0.035552780,142.314771088,0.027075318
"San Antonio-New Braunfels",2019,4,151.153809154,0.035666089,159.627344029,0.049453231,153.232511906,0.035524927,141.651055110,0.022259138
"San Antonio-New Braunfels",2020,1,152.952897654,0.034333488,163.120666066,0.056835068,154.660610021,0.034897105,142.473511795,0.020645195
"San Antonio-New Braunfels",2020,2,156.113110050,0.039703303,166.498563288,0.054982489,158.646421995,0.036551778,145.332127865,0.033029237
"San Antonio-New Braunfels",2020,3,158.788940965,0.050910746,169.618894128,0.066133380,162.497540703,0.056041410,148.237096512,0.041614270
"San Antonio-New Braunfels",2020,4,162.964337695,0.078135831,173.533833059,0.087118464,165.379619583,0.079272391,152.681840866,0.077872951
"San Antonio-New Braunfels",2021,1,168.290591116,0.100277233,178.765067386,0.095906923,171.115370877,0.106392706,157.051558293,0.102321100
"San Antonio-New Braunfels",2021,2,179.884640712,0.152271200,190.321245866,0.143080409,184.589929383,0.163530365,168.121080510,0.156806020
"San Antonio-New Braunfels",2021,3,188.101116415,0.184598343,199.429295663,0.175749297,192.258315948,0.183146004,176.689997438,0.191941839
"San Antonio-New Braunfels",2021,4,193.145168513,0.185198990,204.360478156,0.177640547,197.245469645,0.192683053,181.025515269,0.185638804
"San Antonio-New Braunfels",2022,1,203.181334661,0.207324386,213.758294938,0.195749807,207.932389361,0.215159037,190.448834340,0.212651669
"San Antonio-New Braunfels",2022,2,212.928622538,0.183695404,224.652341306,0.180384986,219.978668444,0.191715437,199.341643641,0.185702846
"San Antonio-New Braunfels",2022,3,211.574360149,0.124790560,223.650282462,0.121451498,216.901940226,0.128179757,197.538167718,0.117992928
"San Antonio-New Braunfels",2022,4,208.455084080,0.079266365,224.218654967,0.097172295,211.042819299,0.069950147,193.174053251,0.067109534
"San Antonio-New Braunfels",2023,1,206.972363409,0.018658351,221.689194282,0.037102182,206.848852416,-0.005211006,194.011947364,0.018709030
"Sherman-Denison",2014,1,100.000000000,,,,,,,
"Sherman-Denison",2014,2,106.333124959,,,,,,,
"Sherman-Denison",2014,3,105.494576696,,,,,,,
"Sherman-Denison",2014,4,108.306885642,,,,,,,
"Sherman-Denison",2015,1,110.525856520,0.105258565,,,,,,
"Sherman-Denison",2015,2,113.836338082,0.070563271,,,,,,
"Sherman-Denison",2015,3,116.857819508,0.107713999,,,,,,
"Sherman-Denison",2015,4,120.125974101,0.109125919,,,,,,
"Sherman-Denison",2016,1,123.604880645,0.118334519,,,,,,
"Sherman-Denison",2016,2,125.696454033,0.104185677,,,,,,
"Sherman-Denison",2016,3,131.706144800,0.127063172,,,,,,
"Sherman-Denison",2016,4,129.200285238,0.075539958,,,,,,
"Sherman-Denison",2017,1,129.294752069,0.046032740,,,,,,
"Sherman-Denison",2017,2,135.443492024,0.077544255,,,,,,
"Sherman-Denison",2017,3,141.041568836,0.070880702,,,,,,
"Sherman-Denison",2017,4,140.779052671,0.089618745,,,,,,
"Sherman-Denison",2018,1,145.101155407,0.122250927,,,,,,
"Sherman-Denison",2018,2,148.041881518,0.093015834,,,,,,
"Sherman-Denison",2018,3,151.569204025,0.074642073,,,,,,
"Sherman-Denison",2018,4,149.371511317,0.061035065,,,,,,
"Sherman-Denison",2019,1,148.379983709,0.022596844,,,,,,
"Sherman-Denison",2019,2,155.208578899,0.048409931,,,,,,
"Sherman-Denison",2019,3,156.135469836,0.030126606,,,,,,
"Sherman-Denison",2019,4,158.738276965,0.062707845,,,,,,
"Sherman-Denison",2020,1,163.254202118,0.100244103,,,,,,
"Sherman-Denison",2020,2,163.384863636,0.052679335,,,,,,
"Sherman-Denison",2020,3,167.627579388,0.073603451,,,,,,
"Sherman-Denison",2020,4,169.165791514,0.065689981,,,,,,
"Sherman-Denison",2021,1,175.255910030,0.073515460,,,,,,
"Sherman-Denison",2021,2,189.567318801,0.160250188,,,,,,
"Sherman-Denison",2021,3,201.419742742,0.201590713,,,,,,
"Sherman-Denison",2021,4,211.476766817,0.250115433,,,,,,
"Sherman-Denison",2022,1,221.970805853,0.266552470,,,,,,
"Sherman-Denison",2022,2,239.081175404,0.261194054,,,,,,
"Sherman-Denison",2022,3,234.005481049,0.161780259,,,,,,
"Sherman-Denison",2022,4,232.163212045,0.097818997,,,,,,
"Sherman-Denison",2023,1,234.017600290,0.054271976,,,,,,
